Q1,Q2,Q3,Q4,Q6,Q24
28,Man,South Korea,Some college/university study without earning a bachelor’s degree,3,927
32,Woman,United States of America,Bachelor’s degree,6,172256
31,Man,India,Master’s degree,0,11214
22,Man,India,Bachelor’s degree,1,663
46,Man,Sweden,Doctoral degree,26,66325
32,Man,Canada,Master’s degree,3,74735
41,Woman,United States of America,Doctoral degree,12,117283
29,Man,Chile,Master’s degree,1,2986
27,Man,India,Master’s degree,1,607
23,Man,India,Master’s degree,2,5398
28,Man,Kenya,Master’s degree,1,890
22,Man,India,Bachelor’s degree,2,173
44,Man,China,Doctoral degree,24,118939
38,Man,Nigeria,Master’s degree,0.5950878771980428,4264
30,Man,Switzerland,Master’s degree,8,123319
32,Woman,Egypt,Doctoral degree,10,3317
36,Man,Australia,Bachelor’s degree,5,123949
63,Man,United States of America,Bachelor’s degree,10,63
55,Man,Saudi Arabia,Doctoral degree,10,52806
25,Man,Russia,Master’s degree,3,9380
29,Man,India,Doctoral degree,6,1732
22,Woman,Nigeria,Master’s degree,4,187
26,Man,India,Bachelor’s degree,4,14005
48,Man,Netherlands,Bachelor’s degree,14,51586
29,Man,Saudi Arabia,Bachelor’s degree,0.7874669246475777,782
35,Man,Nigeria,Doctoral degree,0.5521262662396574,469
68,Man,United States of America,Professional degree,27,111448
36,Man,United States of America,Master’s degree,27,153908
22,Man,Pakistan,Bachelor’s degree,0.14856846058540119,404
41,Man,Bangladesh,Doctoral degree,0.6584455040355179,901
69,Man,Brazil,Master’s degree,6,406
26,Woman,India,Bachelor’s degree,0.40230131688467763,296
23,Man,Nigeria,Bachelor’s degree,3,370
80,Man,United States of America,Doctoral degree,24,94080
64,Man,Japan,Master’s degree,10,750
49,Man,United States of America,Doctoral degree,24,367971
22,Man,Romania,Master’s degree,8,39603
37,Man,South Korea,Doctoral degree,0.16772166545940748,3659
33,Man,Israel,Bachelor’s degree,5,65121
30,Man,India,Bachelor’s degree,5,25939
36,Man,Australia,Master’s degree,1,47924
27,Man,United States of America,Bachelor’s degree,0.7536107572603875,57755
48,Man,United States of America,Professional degree,0,139851
21,Man,India,Bachelor’s degree,3,341
56,Man,United States of America,Master’s degree,25,136521
40,Man,United States of America,Bachelor’s degree,22,150505
22,Man,Thailand,Master’s degree,4,14034
35,Man,Canada,Doctoral degree,17,145041
70,Man,United States of America,Doctoral degree,25,45582
38,Man,Portugal,Master’s degree,5,12178
35,Man,France,Master’s degree,17,85012
24,Woman,India,Master’s degree,0.5148155129405741,451
22,Woman,Tunisia,Master’s degree,4,804
48,Man,Brazil,Bachelor’s degree,0,12900
48,Man,United States of America,Bachelor’s degree,23,618298
27,Woman,India,Master’s degree,0.3609876293770632,17362
31,Woman,United States of America,Master’s degree,7,154465
49,Man,Japan,Some college/university study without earning a bachelor’s degree,17,58664
27,Man,Germany,Master’s degree,20,64778
27,Man,China,Bachelor’s degree,2,56866
35,Man,Brazil,No formal education past high school,16,29048
39,Man,India,Master’s degree,15,17610
27,Man,Republic of Korea,Master’s degree,0,11127
61,Man,United States of America,Master’s degree,25,559
39,Man,Germany,Doctoral degree,10,124724
53,Man,India,Professional degree,8,18810
21,Man,Pakistan,Some college/university study without earning a bachelor’s degree,2,777
27,Man,Pakistan,Master’s degree,5,3027
20,Man,Nepal,Some college/university study without earning a bachelor’s degree,3,189976
44,Man,Brazil,Bachelor’s degree,23,34362
25,Man,India,Master’s degree,5,22479
62,Man,United States of America,Doctoral degree,27,420687
29,Man,Peru,Doctoral degree,5,1523
42,Man,Japan,Bachelor’s degree,0,4311
33,Man,Brazil,Bachelor’s degree,5,20596
57,Man,United States of America,Doctoral degree,23,188473
44,Man,Argentina,Some college/university study without earning a bachelor’s degree,27,13251
27,Man,Russia,Master’s degree,1,16870
27,Man,Kenya,Master’s degree,0.2238160029902796,4322
30,Woman,"Iran, Islamic Republic of...",Master’s degree,4,172
43,Man,India,Master’s degree,5,122017
34,Man,Mexico,Master’s degree,9,100
32,Man,India,Bachelor’s degree,6,18798
23,Man,India,Bachelor’s degree,5,11316
33,Man,Germany,Doctoral degree,7,88796
31,Man,India,Professional degree,1,10930
21,Man,Egypt,Bachelor’s degree,2,92141
37,Man,Egypt,Bachelor’s degree,0,259
59,Man,Canada,Master’s degree,2,29920
30,Woman,United States of America,Doctoral degree,5,17066
21,Man,India,Master’s degree,18,461
34,Man,United States of America,Bachelor’s degree,6,91291
45,Man,India,Doctoral degree,0.29860841285076944,65
34,Man,United States of America,Bachelor’s degree,1,84605
26,Man,Russia,Master’s degree,10,50234
49,Man,India,Professional degree,5,13222
38,Man,Brazil,Professional degree,5,47774
48,Man,Spain,Master’s degree,10,76898
38,Man,Nigeria,Some college/university study without earning a bachelor’s degree,11,13904
34,Man,Japan,Master’s degree,2,40295
26,Man,Argentina,Master’s degree,10,18494
25,Man,India,Bachelor’s degree,1,1370
30,Man,United States of America,Bachelor’s degree,0,41050
53,Woman,India,Master’s degree,25,328
31,Man,Brazil,Doctoral degree,10,29509
40,Man,Japan,Master’s degree,3,58436
20,Woman,India,Some college/university study without earning a bachelor’s degree,1,877
29,Man,Brazil,Master’s degree,5,11588
27,Man,India,Master’s degree,1,12320
26,Man,Brazil,Master’s degree,1,344
60,Man,Poland,Doctoral degree,21,79311
29,Man,India,Master’s degree,5,15140
22,Man,India,Bachelor’s degree,2,9368
21,Man,Kenya,Bachelor’s degree,4,1678
30,Man,India,Bachelor’s degree,3,18888
33,Man,United States of America,Bachelor’s degree,7,116306
24,Man,India,Bachelor’s degree,0.48882364962849256,4069
35,Man,India,Bachelor’s degree,14,27069
47,Man,Russia,Master’s degree,10,15074
28,Man,Pakistan,Bachelor’s degree,5,9872
27,Man,Portugal,Master’s degree,4,51651
37,Man,United States of America,Bachelor’s degree,20,177995
36,Man,United Arab Emirates,Bachelor’s degree,9,196316
27,Man,Russia,Master’s degree,0.6145868751363668,652
38,Woman,India,Master’s degree,1,8305
28,Man,"Iran, Islamic Republic of...",Master’s degree,0.7029383231766638,101863
27,Man,Taiwan,Master’s degree,8,16789
46,Man,Japan,Master’s degree,2,55706
31,Man,India,Bachelor’s degree,10,66462
29,Man,India,Master’s degree,4,5286
31,Man,Sri Lanka,Master’s degree,5,17157
31,Man,South Africa,Doctoral degree,9,954
18,Man,Brazil,Master’s degree,2,702
34,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,1,42620
30,Man,United States of America,Bachelor’s degree,4,112721
28,Man,Pakistan,Master’s degree,5,1526
49,Man,Poland,Master’s degree,2,57026
41,Man,Nigeria,Bachelor’s degree,1,314
25,Man,France,Doctoral degree,16,21905
29,Man,Indonesia,Master’s degree,7,5019
36,Man,Germany,Professional degree,16,108477
36,Man,United States of America,Master’s degree,16,70377
47,Man,India,Doctoral degree,18,233
23,Man,India,Bachelor’s degree,1,4245
21,Man,India,Bachelor’s degree,5,4512
22,Man,Ukraine,Bachelor’s degree,5,1032
24,Man,India,Bachelor’s degree,0.4187246743663374,4152
36,Man,India,Bachelor’s degree,20,24437
32,Man,Portugal,Master’s degree,1,1658
31,Man,Brazil,Bachelor’s degree,2,9254
25,Woman,Taiwan,Bachelor’s degree,2,15673
27,Man,Germany,Master’s degree,5,55131
50,Man,Australia,Master’s degree,26,236184
29,Man,Indonesia,Some college/university study without earning a bachelor’s degree,0.030841085187426676,8849
44,Man,India,Bachelor’s degree,10,130894
34,Man,India,Master’s degree,0,21626
26,Woman,Egypt,Doctoral degree,5,110
32,Man,Colombia,Master’s degree,2,29315
30,Man,Australia,Master’s degree,1,65457
20,Man,China,Some college/university study without earning a bachelor’s degree,3,58
26,Man,Bangladesh,Master’s degree,9,788
29,Man,Germany,Master’s degree,5,56272
38,Man,Russia,Bachelor’s degree,0.19987642895879654,45596
23,Man,Viet Nam,Bachelor’s degree,4,778
29,Man,India,Master’s degree,2,21563
52,Man,Turkey,Master’s degree,21,100549
34,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,5,160651
31,Woman,Greece,Master’s degree,5,21287
25,Woman,India,Master’s degree,4,12321
31,Man,Turkey,Master’s degree,16,38924
29,Man,India,Master’s degree,0.6401174855816836,960
26,Man,Pakistan,Master’s degree,0.4388222476314766,481
52,Man,United States of America,Master’s degree,13,184462
23,Woman,India,Master’s degree,0.10664230205800473,86
30,Man,Nigeria,Master’s degree,1,784
34,Man,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,3,20778
37,Man,Russia,Some college/university study without earning a bachelor’s degree,1,14031
36,Woman,Nigeria,Bachelor’s degree,0,1409
24,Man,India,Bachelor’s degree,5,829
27,Man,China,Master’s degree,5,664
20,Woman,India,Master’s degree,1,727
43,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,4,58043
23,Man,Indonesia,Master’s degree,3,5958
57,Man,United States of America,Some college/university study without earning a bachelor’s degree,1,2013
38,Woman,United States of America,Master’s degree,9,125207
35,Man,Viet Nam,Bachelor’s degree,3,16771
38,Man,Japan,Master’s degree,10,102269
26,Man,Saudi Arabia,Bachelor’s degree,0,139
50,Man,South Africa,Doctoral degree,5,22796
56,Man,Netherlands,Master’s degree,26,99886
42,Man,Brazil,Bachelor’s degree,2,2509
42,Man,United States of America,Master’s degree,1,32921
40,Man,United States of America,Master’s degree,2,113498
65,Man,United States of America,Bachelor’s degree,20,106298
31,Man,United Kingdom of Great Britain and Northern Ireland,Some college/university study without earning a bachelor’s degree,0.21026969960277442,38251
32,Man,Chile,Bachelor’s degree,3,2635
26,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,10,69956
48,Man,Ireland,Master’s degree,24,82602
48,Man,Belgium,Master’s degree,29,47182
34,Man,Germany,Bachelor’s degree,5,46524
23,Man,China,Master’s degree,2,811
40,Man,United States of America,Some college/university study without earning a bachelor’s degree,30,23438
22,Man,Egypt,Some college/university study without earning a bachelor’s degree,0.9746528800748886,422
29,Man,United States of America,Master’s degree,3,117100
22,Woman,Morocco,Master’s degree,1,210
31,Woman,Peru,Doctoral degree,2,1652
67,Man,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,23,74053
62,Woman,United States of America,Doctoral degree,28,103147
35,Woman,India,Master’s degree,0,359
29,Woman,Singapore,Bachelor’s degree,1,52000
23,Woman,India,Master’s degree,0,6251
32,Man,United States of America,Doctoral degree,3,180262
18,Woman,Indonesia,Bachelor’s degree,3,1129
32,Man,India,Master’s degree,10,42828
23,Man,South Korea,Bachelor’s degree,8,55925
23,Man,Kenya,Bachelor’s degree,2,3791
27,Man,Tunisia,Professional degree,1,2998
38,Man,Turkey,Doctoral degree,21,1036
27,Man,United Kingdom of Great Britain and Northern Ireland,No formal education past high school,19,297
57,Man,Germany,Master’s degree,22,525
44,Man,India,Master’s degree,3,1745
42,Man,India,Doctoral degree,0,14945
40,Woman,Singapore,Doctoral degree,26,55138
29,Man,Japan,Some college/university study without earning a bachelor’s degree,0.030441689749427403,3335
49,Man,Japan,Bachelor’s degree,29,47872
24,Man,China,Bachelor’s degree,2,3793
32,Man,Netherlands,Master’s degree,3,65320
54,Man,Italy,Master’s degree,20,46986
26,Man,Germany,Master’s degree,0.3256008152635589,27832
26,Woman,Morocco,Doctoral degree,6,6897
57,Man,India,Master’s degree,22,61539
19,Man,India,Bachelor’s degree,1,1957
23,Man,India,Master’s degree,2,372
26,Man,Turkey,Bachelor’s degree,1,919
30,Man,United States of America,Master’s degree,4,158780
26,Man,India,Master’s degree,1,4584
22,Man,Colombia,Master’s degree,1,168
36,Man,Japan,Master’s degree,19,83276
48,Man,India,Doctoral degree,16,1965
65,Man,Brazil,Bachelor’s degree,2,19370
33,Man,India,Master’s degree,0.7712774584374983,677
42,Man,India,Master’s degree,14,13157
27,Man,Singapore,Bachelor’s degree,6,50640
20,Man,India,Master’s degree,5,200
36,Woman,Malaysia,Doctoral degree,9,3302
41,Man,Canada,Professional degree,30,298819
29,Man,India,Doctoral degree,0.3384108302079798,384
42,Man,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,16,78805
34,Man,Sweden,Master’s degree,3,51972
51,Man,Colombia,Master’s degree,20,68049
34,Man,Sri Lanka,Bachelor’s degree,0,4678
25,Woman,India,Master’s degree,4,1551
25,Woman,India,Master’s degree,3,406
22,Man,Ghana,Professional degree,0.1643040289312966,1748
23,Man,India,Bachelor’s degree,0.052783033066484575,915
23,Man,India,Bachelor’s degree,1,90391
45,Man,Canada,Some college/university study without earning a bachelor’s degree,16,87419
41,Woman,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,25,135637
42,Woman,Japan,Bachelor’s degree,15,116672
18,Man,India,Bachelor’s degree,5,871
31,Man,Greece,Master’s degree,8,29156
20,Man,India,Bachelor’s degree,5,8043
52,Man,United States of America,Master’s degree,26,64572
44,Man,United States of America,Bachelor’s degree,2,111335
32,Man,Russia,Bachelor’s degree,1,14683
26,Man,Pakistan,Bachelor’s degree,3,566
36,Man,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,12,171552
44,Man,United States of America,Bachelor’s degree,16,248622
21,Man,India,Bachelor’s degree,2,131
36,Man,Australia,Doctoral degree,8,94639
47,Man,Japan,Some college/university study without earning a bachelor’s degree,8,4535
45,Man,India,Professional degree,13,29626
46,Man,Italy,Master’s degree,19,21565
32,Man,India,Bachelor’s degree,5,36789
30,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,7,112412
43,Man,Mexico,Bachelor’s degree,23,2919
23,Man,India,Bachelor’s degree,1,1
24,Man,India,Master’s degree,3,108
56,Man,France,Master’s degree,30,101418
26,Man,Tunisia,Master’s degree,8,746
26,Man,Canada,Bachelor’s degree,4,30210
54,Man,Ukraine,Bachelor’s degree,7,44494
31,Man,Poland,Bachelor’s degree,4,22724
27,Woman,Brazil,Master’s degree,10,19466
39,Man,Israel,Bachelor’s degree,17,149783
32,Man,India,Bachelor’s degree,6,75417
34,Man,Nigeria,Bachelor’s degree,0.7923432908422565,11
32,Man,Germany,Master’s degree,7,92583
46,Man,Russia,Master’s degree,10,5687
27,Man,Pakistan,Master’s degree,0.13459905202404,1176
40,Man,Argentina,Master’s degree,5,40031
22,Man,Italy,Master’s degree,1,26561
28,Man,Kenya,Bachelor’s degree,2,394
22,Man,Nepal,Bachelor’s degree,4,341
42,Woman,Philippines,Bachelor’s degree,0,2221
38,Man,Germany,Master’s degree,5,73611
33,Woman,India,Master’s degree,8,7255
61,Man,Russia,Doctoral degree,10,15569
59,Man,Japan,Bachelor’s degree,25,969
22,Man,India,Bachelor’s degree,3,1373
39,Man,India,Professional degree,12,47500
28,Woman,India,Master’s degree,0.13688303379531075,9190
26,Man,Brazil,Master’s degree,5,11821
35,Man,United States of America,Professional degree,1,183392
27,Woman,"Iran, Islamic Republic of...",Master’s degree,5,812
29,Man,India,Master’s degree,3,1985
23,Woman,"Iran, Islamic Republic of...",Doctoral degree,9,806
26,Man,China,Master’s degree,4,37959
38,Man,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,10,126768
37,Man,Indonesia,Master’s degree,20,2577
29,Man,United States of America,Doctoral degree,3,55955
30,Woman,Russia,Some college/university study without earning a bachelor’s degree,0.41949919908757005,13076
28,Man,Mexico,Bachelor’s degree,10,14038
27,Man,India,Bachelor’s degree,0.15702833831428464,711
24,Man,"Iran, Islamic Republic of...",Bachelor’s degree,6,677
24,Man,Ukraine,Master’s degree,2,193
18,Man,Italy,No formal education past high school,1,120
27,Man,Spain,Master’s degree,0.021966576880554922,37169
59,Man,Singapore,Master’s degree,21,629
34,Man,United States of America,Bachelor’s degree,0.8155179539122451,63070
44,Man,United States of America,Master’s degree,5,171513
